Datum 1  registrace,Datum 1  registrace v ČR,ZTP,ES EU,Druh vozidla,Druh vozidla 2  ř ,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max  výkon  kW     min⁻¹ ,Palivo,Zdvihový objem  cm³ ,Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit  EHKOSN EHSES ,Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce  m⁻¹ ,CO2 město  mimo město kombinované  g km-1 ,Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město  mimo město kombinovaná  l 100km⁻¹ ,Spotřeba při rychlosti  l 100 km⁻¹ ,Spotřeba el  mobil  Wh km  – Z,Dojezd ZR  km ,Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem   k sezení   k stání,Celková délka šířka výška  mm ,Rozvor  mm ,Rozchod  mm ,Provozní hmotnost,Největší technicky přípustná povolená hmotnost  kg ,Největší technicky přípustná povolená hmotnost na nápravu  kg ,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  brzděného,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  nebrzděného,Největší technicky přípustná povolená hmotnost jízdní soupravy  kg ,Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry montáž  N 1; N 2; N 3; N 4 ,Vnější hluk vozidla  dB(A)  - stojícího při ot   min⁻¹ ,Za jízdy,Nejvyšší rychlost  km h⁻¹ ,Poměr Výkon Hmotnost  kW kg⁻¹ ,Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla
01.01.1981,26.09.1990,0556-001-01,,MOTOCYKL,.,L3,JAWA,"JAWA 50-23 MUSTANG /",,,1651831,50-23 MUSTANG,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 23,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1651831,ŽLUTÁ-ZÁKLADNÍ,,2 / 2 / 0,1800/ 585/ 940,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,AP197250,,MOTOCYKL,RSV,PROVOZOVANÉ,2684725,,,,True,False,False,True,"",,,,,0,0,325325,,,,,1981,,0,0,,,,Neuvedeno
13.10.1981,13.10.1981,0556-001-01,,MOTOCYKL,.,L3,JAWA,"JAWA 50-23 MUSTANG /",,,1697826,50-23 MUSTANG,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 23,"3.5 / 6700",BA ,"49,9",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1697826,ŠEDÁ-TMAVÁ,,2 / 2 / 0,1800/ 585/ 940,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1,"2,27-16/ 1.50 A X 2|2,27-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,UF194256,UBC739950,STD. SILNIČNÍ,RSV,PROVOZOVANÉ,2684726,False,,False,True,False,False,True,"",,,,,,0,1697826,,,,False,1981,,0,0,,,,Neuvedeno
18.09.1969,18.09.1969,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,844909,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,844909,HNĚDÁ-SVĚTLÁ,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2684727,,,,True,False,False,True,"",,,,,0,0,844909,,,,,1969,,0,0,,,,Neuvedeno
09.08.1977,09.08.1977,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,1425211,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1425211,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,2684728,,,,True,False,False,True,"",,,,,0,0,1425211,,,,,1977,,0,0,,,ŽAMBERK,Neuvedeno
01.01.1959,02.03.1978,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,190954,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,190954,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2684729,,,,True,False,False,True,"",,,,,0,0,190954,,,,,1959,,0,0,,,,Neuvedeno
02.09.1970,02.09.1970,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,903192,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,903192,MODRÁ-SVĚTLÁ,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,2684730,,,,True,False,False,True,"",,,,,0,0,903192,,,,,1970,,0,0,,,LOUNY,Neuvedeno
24.06.1970,24.06.1970,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,903210,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,903210,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,2684731,,,,True,False,False,True,"",,,,,0,0,903210,,,,,1970,,0,0,,,MD (vozidlo bez RM),Neuvedeno
17.03.1971,17.03.1971,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,959220,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,959220,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,2684732,,,,True,False,False,True,"",,,,,0,0,959220,,,,,1971,,0,0,,,LOUNY,Neuvedeno
26.03.1973,26.03.1973,,,Přívěs traktorový sklápěcí,.,O3,.,"BSS P 73 SV /",,,737576,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,737576,ČERVENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,2280,9280/ 9280,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC984678,,PŘÍVĚS TRAKTORU,RSV,ZÁNIK,2684733,,,,False,False,False,False,"",,,,,0,0,,,,,,1973,,0,0,,,MD (vozidlo bez RM),Neuvedeno
14.06.1985,14.06.1985,,,Přívěs za os.automobil-nákladní,,O1,Vlastní výroba,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,1/7-1473,,"VLASTNÍ VÝROBA","",,"/",,"",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,"VLASTNÍ VÝROBA",PŘÍVĚS-VALNÍK,1/7-1473,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,2090/ 1280/ 820,0,/ / / ,100,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,,1/ -0,"4,00 - 8/ 2,45 - 8|/ |/ |/ |","0/ 0",0,80,,,,,,Běžný provoz,"",,AH651802,UBG133893,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684734,,,,False,False,False,False,"",,,,,,0,,,,,,1985,,0,0,,,,Neuvedeno
01.01.1986,06.09.1995,1364,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2105 /",,,XTA210500H0846483,.,".",".",VAZ 2105,"0 / 0",BA 96,"1452",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,XTA210500H0846483,ČERVENÁ-TMAVÁ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1060,1460/ 1460,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI403868,AAB824226,VÝVOZ DO CIZINY,RSV,VÝVOZ,2684735,,,,False,False,False,False,"",,,,,0,0,9335604,,,,,1986,,0,0,,,,Neuvedeno
01.01.1959,01.01.1959,,,MOTOCYKL,.,L3,VELOREX,"VELOREX OSKAR 54 /",,,490-55,OSKAR 54,"VELOREX","VELOREX",JAWA 353,"11.5 / 4200",BA 80,"249",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,490-55,HNĚDÁ-ZÁKLADNÍ,,2 / 2 / 0,3100/ 1400/ 1240,2200,/ / / ,205,395/ 395,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,"3,25 X 16/ 1,85 B X 16|3,25 X 19/ 2,15  B X 19|/ |/ |","0/ 0",0,0,0,,,,,Běžný provoz,"",,AO084922,AAF891130,MOTOCYKL,RSV,VYŘAZENO Z PROVOZU,2684736,,,False,False,False,False,True,"",,,,False,,0,N-353-000082,,,,False,1954,,0,0,,,,Neuvedeno
02.06.1999,02.06.1999,2508-030-92,,Návěs nákladní valníkový,.,O4,.,"SCHWARZMÜLLER SPA 3/E W09 /",,,W09136335XHS09542,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,W09136335XHS09542,ŽLUTÁ-ZÁKLADNÍ,ČERVENÁ-ZÁKLADNÍ,0 / 0 / 0,0/ 0/ 0,0,/ / / ,6300,35000/ 35000,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,3/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AO212219,AAG271649,VÝVOZ DO CIZINY,RSV,VÝVOZ,2684738,,,,False,False,False,False,"",,,,,0,0,,,,,,1999,,0,0,,,,Neuvedeno
01.01.1975,30.06.1994,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,TMB10M00LF3113905,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TMB10M00LF3113905,ORANŽOVÁ-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AL850789,,OSOBNÍ,RSV,ZÁNIK,2684739,,,,False,False,False,False,"",,,,,0,0,275241,,,,,1975,,0,0,,,CHRUDIM,Neuvedeno
19.10.1978,19.10.1978,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,1949601,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1949601,MODRÁ-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE692656,AAI956439,OSOBNÍ,RSV,PROVOZOVANÉ,2684740,,,,False,False,False,False,"",,,,,0,0,760764/2,,,,,1978,,0,0,,,,Neuvedeno
01.01.1980,17.02.1986,,,Přívěs traktorový sklápěcí,.,O4,.,"BSS P 93 SH /",,,20523,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,20523,ČERVENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,2820,11820/ 11820,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AF103583,,PŘÍVĚS TRAKTORU,RSV,ZÁNIK,2684741,,,,False,False,False,False,"",,,,,0,0,,,,,,1980,,0,0,,,MD (vozidlo bez RM),Neuvedeno
06.12.1984,06.12.1984,,,Přívěs za os.automobil-nákladní,,O1,Vlastní výroba,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,1/11-6377,.,"","",,"0 / 0",.,"0",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,"",PŘÍVĚS-VALNÍK,1/11-6377,ČERNÁ,NEZJIŠTĚNO,0 / 0 / 0,2670/ 1370/ 600,0,/ / / ,100,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,,1/ -0,"4,00 x 8/ 2,45 x 8|/ |/ |/ |","0/ 0",0,80,,,,,,Běžný provoz,"",,AH180660,UBG192778,STD. SILNIČNÍ,RSV,PROVOZOVANÉ,2684742,False,,False,False,False,False,False,"",,,,False,,0,,,,,False,1984,,1650,1050,,,,Neuvedeno
30.11.1984,30.11.1984,,,Přívěs za os.automobil-nákladní,VALNÍK,O1,VLASTNÍ VÝROBY,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/5-4891,VLASTNÍ VÝROBA,"VLASTNÍ VÝROBA","",,"/",.,"",NE,NE,, / ,,"", /  / ,,,,"","/  /","",,,"VLASTNÍ VÝROBA",VALNÍK,,ŠEDÁ,, /  / ,2650/ 1510/ 850,,/ / / ,135,400/ 400,/ |/ |/ |/ |,/ ,/ ,/ ,,, TŘÍDA B50-X,1/ -0,"155 x 14/ 4,5J x 14|/ |/ |/ |","/",,80,,,,,,Běžný provoz,"",,AG981471,UAQ202468,STD. SILNIČNÍ,RSV,PROVOZOVANÉ,2684743,False,,False,False,False,False,False,"",,,,,,,,,,,False,1984,,1450,1070,,,,Neuvedeno
05.12.1977,05.12.1977,,,Přívěs za os.automobil-nákladní,.,O1,AMATÉRSKÁ VÝROBA,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,5/6-5399,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,5/6-5399,HNĚDÁ-TMAVÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,100,500/ 500,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,80,0,,,,,,"",,AE419491,UAK123933,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684744,False,,False,False,False,False,False,"",,,,,0,0,,,,,False,1977,,0,0,,,,Neuvedeno
25.08.1981,25.08.1981,,,Přívěs za os.automobil-nákladní,.,O1,Vlastní výroba,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/5-3714,.,"VLASTNÍ VÝROBA",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",.,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,4/5-3714,MODRÁ-ZÁKLADNÍ,,0 / 0 / 0,2325/ 1510/ 820,0,/ / / ,98,350/ 350,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,TŘÍDA B50-X,1/ .,"4,00 X 8/ 2.45 x 8|/ |/ |/ |","0/ 0",0,80,0,,,,,Běžný provoz,"",,AF136914,UAQ512292,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684745,False,,False,False,False,False,False,"",,,,False,,0,,,,,False,1981,,1500,1200,,,,Neuvedeno
01.01.1973,24.01.1978,,,Přívěs za os.automobil-nákladní,,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,5/6-5572,.,".","",,"/",,"",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS-VALNÍK,5/6-5572,NEZJIŠTĚNO,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,,,,,,,"",,AE741337,AE741337,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684746,,,,False,False,False,False,"",,,,,,0,,,,,,1973,,0,0,,,,Neuvedeno
01.01.1984,27.07.1987,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,6/11-3528,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,6/11-3528,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG998802,AAE060818,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684747,,,,False,False,False,False,"",,,,,0,0,,,,,,1984,,0,0,,,,Neuvedeno
01.01.1992,08.09.1993,2248-001-92,,Nákladní automobil malý,.,N1,.,"ŠKODA 135 L PICK-UP TMBDEA200 /",,,TMBDEA200P5018659,.,".",".",781.135,"0 / 0",BA 90,"1289",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TMBDEA200P5018659,BÍLÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,860,1360/ 1360,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AK980476,AAJ824632,NÁKLADNÍ,RSV,ZÁNIK,2684748,,,,False,False,False,False,"",,,,,0,0,2387765/781.135B,,,,,1992,,0,0,,,TACHOV,Neuvedeno
01.01.1982,01.01.1982,1369,,Přívěs nákladní sklápěčkový,.,O4,.,"BSS PS2 16.12 /",,,0140,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,0140,ŠEDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,4280,16000/ 16000,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AM148170,BAA437541,STD. SILNIČNÍ,RSV,ZÁNIK,2684749,True,,False,False,False,False,False,"",,,,False,,0,,,,,False,1982,,0,0,,,NOVÁ PAKA,Neuvedeno
01.01.1988,01.01.1988,2378-003-02,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT UNO 1.4 D ZFA146000 /",,,ZFA14600001465691,.,".",".",146 B 1.000,"0 / 0",NM,"1301",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,ZFA14600001465691,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,810,1260/ 1260,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AO810342,UAB747451,OSOBNÍ,RSV,ZÁNIK,2684750,,,,False,False,False,False,"",,,,,0,0,2555800,,,,,1988,,0,0,,,NYMBURK,Neuvedeno
01.01.1972,24.11.1999,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,1016481,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1016481,MODRÁ-ZÁKLADNÍ,ŠEDÁ-ZÁKLADNÍ,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,AO154198,AAF712966,MOTOCYKL,RSV,ZÁNIK,2684751,,,,True,False,False,True,"",,,,,0,0,1016481,,,,,1972,,0,0,,,,Neuvedeno
01.01.1967,01.02.1968,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,770188,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,770188,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,2684752,,,,True,False,False,True,"",,,,,0,0,770188,,,,,1967,,0,0,,,LITOMĚŘICE,Neuvedeno
