Datum 1  registrace,Datum 1  registrace v ČR,ZTP,ES EU,Druh vozidla,Druh vozidla 2  ř ,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max  výkon  kW     min⁻¹ ,Palivo,Zdvihový objem  cm³ ,Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit  EHKOSN EHSES ,Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce  m⁻¹ ,CO2 město  mimo město kombinované  g km-1 ,Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město  mimo město kombinovaná  l 100km⁻¹ ,Spotřeba při rychlosti  l 100 km⁻¹ ,Spotřeba el  mobil  Wh km  – Z,Dojezd ZR  km ,Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem   k sezení   k stání,Celková délka šířka výška  mm ,Rozvor  mm ,Rozchod  mm ,Provozní hmotnost,Největší technicky přípustná povolená hmotnost  kg ,Největší technicky přípustná povolená hmotnost na nápravu  kg ,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  brzděného,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  nebrzděného,Největší technicky přípustná povolená hmotnost jízdní soupravy  kg ,Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry montáž  N 1; N 2; N 3; N 4 ,Vnější hluk vozidla  dB(A)  - stojícího při ot   min⁻¹ ,Za jízdy,Nejvyšší rychlost  km h⁻¹ ,Poměr Výkon Hmotnost  kW kg⁻¹ ,Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla
12.02.1980,12.02.1980,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,1625966,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1625966,ČERVENÁ-ZÁKLADNÍ,BÍLÁ,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2684753,,,,True,False,False,True,"",,,,,0,0,1625966,,,,,1980,,0,0,,,,Neuvedeno
01.01.1966,08.05.1984,0410-000-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-05 PIONÝR /",,,674134,50-05 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 05,"1 / 5000",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,674134,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,80,180/ 180,68/ 68|112/ 112|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,"2.50-16/ 1.50 A X 2|2.50-16/ 1.50 A X 2|/ |/ |","0/ 0",0,45,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,2684754,,,,True,False,False,True,"",,,,,0,0,674134,,,,,1966,,0,0,,,CHRUDIM,Neuvedeno
13.05.1970,13.05.1970,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,897129,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,897129,ČERVENÁ-ZÁKLADNÍ,ŠEDÁ-ZÁKLADNÍ,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,AO438676,AAG484391,MOTOCYKL,RSV,ZÁNIK,2684755,,,,True,False,False,True,"",,,,,0,0,897129,,,,,1970,,0,0,,,TRUTNOV,Neuvedeno
01.01.1961,28.03.1963,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,376198,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,376198,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2684756,,,,True,False,False,True,"",,,,,0,0,376198,,,,,1961,,0,0,,,,Neuvedeno
01.01.1985,01.01.1985,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,7/9-6134,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,7/9-6134,ČERNÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AH614843,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684757,,,,False,False,False,False,"",,,,,0,0,,,,,,1985,,0,0,,,,Neuvedeno
01.01.1991,01.01.1991,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,5569,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,5569,ŠEDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AK424575,UAJ403347,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684758,,,,False,False,False,False,"",,,,,0,0,,,,,,1991,,0,0,,,,Neuvedeno
08.07.1985,08.07.1985,,,NÁKLADNÍ PŘÍVĚS,VALNÍKOVÝ,O1,Vlastní výroba,"/",,,7/9-5696,,"VLASTNÍ VÝROBA","",,"/",.,"",NE,NE,, / ,,"", /  / ,,,,"","/  /","",,,"",VALNÍKOVÁ,,ČERVENÁ,,0 / 0 / 0,2800/ 1680/ 750,,/ / / ,100,400/ 400,Z 30; 370/ 370|/ |/ |/ |,/ ,/ ,/ ,,, TŘÍDA B50-X,1/ - 0,"4.00 X 8/ 2.45 X 8|/ |/ |/ |","/",,80,,,,,,Běžný provoz,"",,AH614308,UAZ099947,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2684759,,,,False,False,False,False,"",,,,,,,,,,,,1985,,2000,1680,,,,Neuvedeno
31.08.1967,31.08.1967,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,,BÍLÁ,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2684760,,,,True,False,False,True,"",,,,,0,0,,,,,,1967,,0,0,,,,Neuvedeno
01.01.1982,17.02.1993,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,C2574899,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,C2574899,ŽLUTÁ-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG618164,,OSOBNÍ,RSV,ZÁNIK,92090,,,,False,False,False,False,"",,,,,0,0,609966/1,,,,,1982,,0,0,,,CHEB,Neuvedeno
01.01.1981,18.01.1993,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,L2495491,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,L2495491,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG524319,,OSOBNÍ,RSV,ZÁNIK,92091,,,,False,False,False,False,"",,,,,0,0,528185/1,,,,,1981,,0,0,,,NOVÝ BOR,Neuvedeno
01.01.1981,09.08.1982,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,J3617238,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,J3617238,ŠEDÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG522077,AAF142898,OSOBNÍ,RSV,ZÁNIK,92092,,,,False,False,False,False,"",,,,,0,0,520215/1,,,,,1981,,0,0,,,BOSKOVICE,Neuvedeno
01.01.1980,07.01.1991,723-017-81,,Speciální automobil skříňový,.,N2,.,"AVIA 30 N SJA /",,,258005138,.,".",".",712.11,"0 / 0",NM,"3596",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,258005138,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,3100,5950/ 5950,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG038554,,NÁKLADNÍ,RSV,PROVOZOVANÉ,92093,,,,False,False,False,False,"",,,,,0,0,00225,,,,,1980,,0,0,,,,Neuvedeno
01.01.1964,09.01.1989,305,,Traktor kolový,.,.,.,"ZETOR 50 SUPER /",,,54686,.,".",".",ZETOR 50,"0 / 0",NM,"4160",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,54686,ZELENÁ-ZÁKLADNÍ,,1 / 1 / 0,0/ 0/ 0,0,/ / / ,3700,3940/ 3940,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AB411069,,TRAKTOR,RSV,ZÁNIK,92094,,,,False,False,False,False,"",,,,,0,0,410559728,,,,,1964,,0,0,,,KLATOVY,Neuvedeno
21.06.1982,21.06.1982,1046-001-76,,OSOBNÍ AUTOMOBIL,,M1,ŠKODA,"ŠKODA 105 L /",,,C2569748,105 L,"AZNP MLADÁ BOLESLAV","AZNP MLADÁ BOLESLAV",742.10,"33.9 / 4800",BA 90,"1046",NE,NE,, / ,,"", /  / ,,,,"","8.4 / 6.3 / 8.5","",,,"AZNP MLADÁ BOLESLAV",SEDAN SAMON. 4DV.,,ČERVENÁ-TMAVÁ,,5 / 5 / 0,4160/ 1595/ 1400,2400,/ / / ,875,1275/ 1275,540/ 540|735/ 735|/ |/ |,600/ 600,400/ 400,/ ,,,TŘÍDA A50-X,2/ -1 ZADNÍ,"165 SR 13/ 4.5J X 13|165 SR 13/ 4.5J X 13|/ |/ |","/ 0",,125,,,,,,Běžný provoz,"",,AG618572,UBC255200,OSOBNÍ,RSV,PROVOZOVANÉ,92095,,,,True,False,True,True,"",,,,,,0,603975/1,,,,,1982,,0,0,,,,Neuvedeno
24.09.1986,24.09.1986,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,TMB10MOOLH3339921,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TMB10MOOLH3339921,MODROZEL-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI225442,,OSOBNÍ,RSV,ZÁNIK,92096,,,,False,False,False,False,"",,,,,0,0,513832/1,,,,,1986,,0,0,,,HODONÍN,Neuvedeno
05.09.1978,05.09.1978,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,1941358,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1941358,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE572123,,OSOBNÍ,RSV,ZÁNIK,92097,,,,False,False,False,False,"",,,,,0,0,945673/1,,,,,1978,,0,0,,,ODRY,Neuvedeno
27.04.1987,27.04.1987,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,TMB10M00LH3446643,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TMB10M00LH3446643,ČERNÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI331299,AAB205410,OSOBNÍ,RSV,ZÁNIK,92098,,,,False,False,False,False,"",,,,,0,0,625364/1,,,,,1987,,0,0,,,BOSKOVICE,Neuvedeno
30.09.1996,30.09.1996,,,OSOBNÍ AUTOMOBIL,.,M1,ŠKODA,"ŠKODA FELICIA COMBI GLXI TMBEFF654 /",,,TMBEFF654V0404278,FELICIA,".",".",781.136 M,"50 / 5000",BA 95 B + LPG,"1289",NE,NE,, / 94/12,,"0", /  / ,,,,"","5 / 7.2 / 0","",,,".",.,TMBEFF654V0404278,ČERVENÁ-METAL,,5 / 5 / 0,4205/ 1635/ 1420,2450,/ / / ,1040,1460/ 1460,770/ 770|800/ 800|/ |/ |,900/ 900,400/ 400,2360/ 2360,,, A 50-X ,2/ -1 PŘEDNÍ,"70 R13 79T/ 165|/ |/ |/ |","82/ 0",72,5,162,0,,,,,Běžný provoz,"",,UE568320,UAN272684,STD. SILNIČNÍ,RSV,ZÁNIK,92099,False,,False,False,True,True,True,"",,,,False,,50,,,,,False,1996,,0,0,,,BROUMOV,Neuvedeno
29.04.1974,29.04.1974,551-001-66,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 353/900 TOURIST /",,,20E01830,.,".",".",353,"0 / 0",BA 90,"992",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,20E01830,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,960,1410/ 1410,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AD485088,AAF429325,OSOBNÍ,RSV,ZÁNIK,92100,,,,False,False,False,False,"",,,,,0,0,093347,,,,,1974,,0,0,,,LIBEREC,Neuvedeno
01.01.1965,03.03.1966,317,,Traktor kolový,.,.,.,"ZETOR 3011 /",,,50833,.,".",".",Z 3001,"0 / 0",NM,"2340",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,50833,ZELENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,1640,1640/ 1640,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AB589577,,TRAKTOR,RSV,PROVOZOVANÉ,92101,,,,False,False,False,False,"",,,,,0,0,56448,,,,,1965,,0,0,,,,Neuvedeno
31.07.1985,31.07.1985,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,TMB10M00LF3105412,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TMB10M00LF3105412,HNĚDÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AH746056,,OSOBNÍ,RSV,ZÁNIK,92102,,,,False,False,False,False,"",,,,,0,0,266200/1,,,,,1985,,0,0,,,PROSTĚJOV,Neuvedeno
30.06.1978,30.06.1978,,,Traktor kolový,.,N2,.,"ZETOR 8011 SSAZ STP C 132 /",,,12217,.,".",".",Z 8011,"0 / 0",NM,"4562",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,12217,ČERVENÁ-ZÁKLADNÍ,,1 / 1 / 0,0/ 0/ 0,0,/ / / ,5770,5850/ 5850,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE309470,AAJ797762,STD.VÝVOZ-CIZINA,RSV,VÝVOZ,92103,,,,False,False,False,False,"",,,,,0,0,800858,,,,,1978,,0,0,,,,Neuvedeno
13.03.1984,13.03.1984,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,ŠKODA,"ŠKODA 105 L /",,,TMB10M00LE2890008,105 L,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TMB10M00LE2890008,ORANŽOVÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,, A50-X,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AH052014,AAJ872157,OSOBNÍ,RSV,ZÁNIK,92104,False,,False,False,False,False,False,"",,,,,,0,941414/1,,,,False,1984,,0,0,,,KUTNÁ HORA,Neuvedeno
31.03.1988,31.03.1988,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L /",,,J3625969,.,".",".",742.10,"0 / 0",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,J3625969,ŠEDÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI616170,AAB713379,OSOBNÍ,RSV,ZÁNIK,92105,,,,False,False,False,False,"",,,,,0,0,5819667/105,,,,,1988,,0,0,,,BRANDÝS NAD LABEM-STARÁ BOLESLAV,Neuvedeno
01.01.1993,01.01.1993,1914-017-92,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 135 LX FAVORIT TMBAFA200 /",,,TMBAEA200P0689283,.,".",".",781.135,"0 / 0",BA 91 I BA 95 B,"1289",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TMBAEA200P0689283,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,875,1325/ 1325,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AL431125,UAB783647,STD. SILNIČNÍ,RSV,PROVOZOVANÉ,92106,,,,False,False,False,False,"",,,,,0,0,1710480/781.135,,,,,1993,,0,0,,,,Neuvedeno
01.01.1963,05.08.1991,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,630188,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,630188,MODRÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AK654938,,PŘÍVĚS NÁKLADNÍ,RSV,ZÁNIK,92107,,,,False,False,False,False,"",,,,,0,0,,,,,,1963,,0,0,,,MD (vozidlo bez RM),Neuvedeno
01.01.1981,27.08.1987,780-001-71,,Osobní automobil-kombi,.,M1,.,"VAZ 2102 /",,,493862,.,".",".",VAZ 2101,"0 / 0",BA 96,"1198",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,493862,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1010,1440/ 1440,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG328082,,OSOBNÍ,RSV,PROVOZOVANÉ,92108,,,,False,False,False,False,"",,,,,0,0,5576306,,,,,1981,,0,0,,,,Neuvedeno
01.01.1989,18.01.1990,1745-001-86,,Přívěs za os.automobil-nákladní,.,O1,.,"SPORT JACHT PR 401.P /",,,1590,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1590,MODRÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,75,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI798801,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,92109,,,,False,False,False,False,"",,,,,0,0,,,,,,1989,,0,0,,,,Neuvedeno
01.01.1971,20.12.1977,,,Přívěs traktorový sklápěcí,.,O3,.,"BSS P 53 S /",,,VYMENNY,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,VYMENNY,ČERVENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,1790,6790/ 6790,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC644549,,PŘÍVĚS TRAKTORU,RSV,ZÁNIK,92110,,,,False,False,False,False,"",,,,,0,0,,,,,,1971,,0,0,,,MD (vozidlo bez RM),Neuvedeno
01.01.1998,01.01.1998,2149-003-03,,Přívěs nákladní valníkový,.,O1,.,"MARO TKMMR003 /",,,TKMMR0030W1MR4648,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,TKMMR0030W1MR4648,STŘÍBRNÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,150,500/ 500,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AO020337,UAD956213,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,92111,,,,False,False,False,False,"",,,,,0,0,,,,,,1998,,0,0,,,,Neuvedeno
